Law,Index,LawName,CleanLaw
" Düzenlenen belgenin kişiye haksız bir menfaat sağlaması ya da kamunun
 veya kişilerin zararına bir sonuç doğurucu nitelik taşıması halinde, resmi belgede sahtecilik hükümlerine göre cezaya
 hükmolunur",212,Madde 210, düzenlenen belgenin kişiye haksız menfaat sağlaması kamunun kişilerin zararına sonuç doğurucu nitelik taşıması halinde resmi belgede sahtecilik hükümlerine cezaya hükmolunur
"
 9016
 Daha az cezayı gerektiren hal
 Madde 211- (1) Bir hukuki ilişkiye dayanan alacağın ispatı veya gerçek bir durumun belgelenmesi amacıyla belgede
 sahtecilik suçunun işlenmesi halinde, verilecek ceza, yarısı oranında indirilir",213,Madde 211, cezayı gerektiren hal madde hukuki ilişkiye dayanan alacağın ispatı gerçek durumun belgelenmesi amacıyla belgede sahtecilik suçunun işlenmesi halinde verilecek ceza yarısı oranında indirilir
"
 İçtima
 Madde 212- (1) Sahte resmi veya özel belgenin bir başka suçun işlenmesi sırasında kullanılması halinde, hem
 sahtecilik hem de ilgili suçtan dolayı ayrı ayrı cezaya hükmolunur",214,Madde 212, içtima madde sahte resmi özel belgenin suçun işlenmesi sırasında kullanılması halinde sahtecilik suçtan ayrı ayrı cezaya hükmolunur
"
 BEŞİNCİ BÖLÜM
 Kamu Barışına Karşı Suçlar
 Halk arasında korku ve panik yaratmak amacıyla tehdit
 Madde 213- (1) Halk arasında endişe, korku ve panik yaratmak amacıyla hayat, sağlık, vücut veya cinsel
 dokunulmazlık ya da malvarlığı bakımından alenen tehditte bulunan kişi, iki yıldan dört yıla kadar hapis cezası ile
 cezalandırılır",215,Madde 213, beşinci bölüm kamu barışına karşı suçlar halk arasında korku panik yaratmak amacıyla tehdit madde halk arasında endişe korku panik yaratmak amacıyla hayat sağlık vücut cinsel dokunulmazlık malvarlığı bakımından alenen tehditte bulunan kişi yıldan yıla hapis cezası cezalandırılır
"
 (2) Suçun silahla işlenmesi halinde, verilecek ceza, kullanılan silahın niteliğine göre yarı oranına kadar artırılabilir",215,Madde 213, suçun silahla işlenmesi halinde verilecek ceza kullanılan silahın niteliğine yarı oranına artırılabilir
"
 Suç işlemeye tahrik
  Madde 214- (1) Suç işlemek için alenen tahrikte bulunan kişi, altı aydan beş yıla kadar hapis cezası ile cezalandırılır",216,Madde 214, suç işlemeye tahrik madde suç işlemek alenen tahrikte bulunan kişi altı aydan beş yıla hapis cezası cezalandırılır
"
 (2) Halkın bir kısmını diğer bir kısmına karşı silahlandırarak, birbirini öldürmeye tahrik eden kişi, onbeş yıldan
 yirmidört yıla kadar hapis cezası ile cezalandırılır",216,Madde 214, halkın kısmını kısmına karşı silahlandırarak öldürmeye tahrik kişi onbeş yıldan yirmidört yıla hapis cezası cezalandırılır
"
 (3) Tahrik konusu suçların işlenmesi halinde, tahrik eden kişi, bu suçlara azmettiren sıfatıyla cezalandırılır",216,Madde 214, tahrik konusu suçların işlenmesi halinde tahrik kişi suçlara azmettiren sıfatıyla cezalandırılır
"
 Suçu ve suçluyu övme (1)
  Madde 215- (1) İşlenmiş olan bir suçu veya işlemiş olduğu suçtan dolayı bir kişiyi alenen öven kimse, bu nedenle
 kamu düzeni açısından açık ve yakın bir tehlikenin ortaya çıkması hâlinde, iki yıla kadar hapis cezası ile cezalandırılır",217,Madde 215, suçu suçluyu övme madde işlenmiş suçu işlemiş suçtan kişiyi alenen öven kamu düzeni açısından açık yakın tehlikenin ortaya çıkması hâlinde yıla hapis cezası cezalandırılır
"
 Halkı kin ve düşmanlığa tahrik veya aşağılama
 Madde 216- (1) Halkın sosyal sınıf, ırk, din, mezhep veya bölge bakımından farklı özelliklere sahip bir kesimini,
 diğer bir kesimi aleyhine kin ve düşmanlığa alenen tahrik eden kimse, bu nedenle kamu güvenliği açısından açık ve yakın bir
 tehlikenin ortaya çıkması halinde, bir yıldan üç yıla kadar hapis cezası ile cezalandırılır",218,Madde 216, halkı kin düşmanlığa tahrik aşağılama madde halkın sosyal sınıf ırk din mezhep bölge bakımından farklı özelliklere sahip kesimini kesimi aleyhine kin düşmanlığa alenen tahrik kamu güvenliği açısından açık yakın tehlikenin ortaya çıkması halinde yıldan yıla hapis cezası cezalandırılır
"
 (2) Halkın bir kesimini, sosyal sınıf, ırk, din, mezhep, cinsiyet veya bölge farklılığına dayanarak alenen aşağılayan
 kişi, altı aydan bir yıla kadar hapis cezası ile cezalandırılır",218,Madde 216, halkın kesimini sosyal sınıf ırk din mezhep cinsiyet bölge farklılığına alenen aşağılayan kişi altı aydan yıla hapis cezası cezalandırılır
"
 (3) Halkın bir kesiminin benimsediği dini değerleri alenen aşağılayan kişi, fiilin kamu barışını bozmaya elverişli
 olması halinde, altı aydan bir yıla kadar hapis cezası ile cezalandırılır",218,Madde 216, halkın kesiminin benimsediği dini değerleri alenen aşağılayan kişi fiilin kamu barışını bozmaya elverişli halinde altı aydan yıla hapis cezası cezalandırılır
"
 Kanunlara uymamaya tahrik
  Madde 217- (1) Halkı kanunlara uymamaya alenen tahrik eden kişi, tahrikin kamu barışını bozmaya elverişli olması
 halinde, altı aydan iki yıla kadar hapis veya adlî para cezası ile cezalandırılır",219,Madde 217, kanunlara uymamaya tahrik madde halkı kanunlara uymamaya alenen tahrik kişi tahrikin kamu barışını bozmaya elverişli halinde altı aydan yıla hapis adlî para cezası cezalandırılır
"
 Ortak hüküm
 Madde 218- (1) (Değişik: 29/6/2005 – 5377/25 md",220,Madde 218, ortak hüküm madde değişik md
") Yukarıdaki maddelerde tanımlanan suçların basın ve yayın
 yoluyla işlenmesi hâlinde, verilecek ceza yarı oranına kadar artırılır",220,Madde 218, yukarıdaki maddelerde tanımlanan suçların basın yayın işlenmesi hâlinde verilecek ceza yarı oranına artırılır
" Ancak, haber verme sınırlarını aşmayan ve eleştiri
 amacıyla yapılan düşünce açıklamaları suç oluşturmaz",220,Madde 218, haber verme sınırlarını aşmayan eleştiri amacıyla düşünce açıklamaları suç oluşturmaz
"
 ––––––––––––––––
 (1) 11/4/2013 tarihli ve 6459 sayılı Kanunun 10 uncu maddesiyle, bu maddede yer alan “kimse,” ibaresinden sonra gelmek üzere “bu
 nedenle kamu düzeni açısından açık ve yakın bir tehlikenin ortaya çıkması hâlinde,” ibaresi eklenmiştir",220,Madde 218, tarihli sayılı kanunun uncu maddesiyle maddede yer alan ibaresinden gelmek kamu düzeni açısından açık yakın tehlikenin ortaya çıkması hâlinde ibaresi eklenmiştir
"
 9017
 Görev sırasında din hizmetlerini kötüye kullanma
 Madde 219- (1) İmam, hatip, vaiz, rahip, haham gibi dini reislerden biri vazifesini ifa sırasında alenen hükümet
 idaresini ve Devlet kanunlarını ve hükümet icraatını takbih ve tezyif ederse bir aydan bir seneye kadar hapis ve adlî para
 cezası ile cezalandırılır veya bunlardan birine hükmolunabilir",221,Madde 219, görev sırasında din hizmetlerini kötüye kullanma madde imam hatip vaiz rahip haham dini reislerden vazifesini ifa sırasında alenen hükümet idaresini devlet kanunlarını hükümet icraatını takbih tezyif ederse aydan seneye hapis adlî para cezası cezalandırılır bunlardan hükmolunabilir
"
 (2) Yukarıdaki fıkrada gösterilen kimselerden biri işbu sıfattan bilistifade hükümetin idaresini ve kanun ve nizam ve
 emirleri ve dairelerden birine ait olan vazife ve salahiyeti takbih ve tezyife veya halkı kanunlara yahut hükümet emirlerini
 icraya veya memuru memuriyetinin vazifesi icabına karşı itaatsizliğe tahrik ve teşvik edecek olursa üç aydan iki seneye kadar
 hapse ve adlî para cezası ve müebbeden veya muvakkaten bilfiil o vazifeyi icradan ve onun menfaat ve aidatını almaktan
 memnuiyetine hükmolunur",221,Madde 219, yukarıdaki fıkrada gösterilen kimselerden işbu sıfattan bilistifade hükümetin idaresini kanun nizam emirleri dairelerden vazife salahiyeti takbih tezyife halkı kanunlara hükümet emirlerini icraya memuru memuriyetinin vazifesi icabına karşı itaatsizliğe tahrik teşvik aydan seneye hapse adlî para cezası müebbeden muvakkaten bilfiil vazifeyi icradan menfaat aidatını almaktan memnuiyetine hükmolunur
"
 (3) Kendi sıfatlarından istifade ederek kanuna göre kazanılmış olan haklara muhalif iş ve sözlerde bulunmaya, bir
 kimseyi icbar ve ikna eden din reis ve memurları hakkında dahi baladaki fıkrada yazılı ceza tertip olunur",221,Madde 219, sıfatlarından istifade kanuna kazanılmış haklara muhalif sözlerde bulunmaya kimseyi icbar ikna din reis memurları hakkında baladaki fıkrada yazılı ceza tertip olunur
"
 (4) Bunlardan biri dini sıfatından istifade ederek, birinci fıkrada yazılı fiillerden başka bir cürüm işlerse altıda bir
 miktarı çoğaltılmak şartıyla o cürüm için kanunda yazılı olan ceza ile mahkûm olur",221,Madde 219, bunlardan dini sıfatından istifade birinci fıkrada yazılı fiillerden cürüm işlerse altıda miktarı çoğaltılmak şartıyla cürüm kanunda yazılı ceza mahkûm
"
 (5) Şu kadar ki kanun işbu sıfatı esasen nazarıitibara almış ise cezayı çoğaltmaya mahal yoktur",221,Madde 219, kanun işbu sıfatı nazarıitibara almış cezayı çoğaltmaya mahal yoktur
"
 Suç işlemek amacıyla örgüt kurma
  Madde 220- (1) Kanunun suç saydığı fiilleri işlemek amacıyla örgüt kuranlar veya yönetenler, örgütün yapısı, sahip
 bulunduğu üye sayısı ile araç ve gereç bakımından amaç suçları işlemeye elverişli olması halinde, dört yıldan sekiz yıla kadar
 hapis cezası ile cezalandırılır",222,Madde 220, suç işlemek amacıyla örgüt kurma madde kanunun suç saydığı fiilleri işlemek amacıyla örgüt kuranlar yönetenler örgütün yapısı sahip bulunduğu üye sayısı araç gereç bakımından amaç suçları işlemeye elverişli halinde yıldan yıla hapis cezası cezalandırılır
"[' Ancak, örgütün varlığı için üye sayısının en az üç kişi olması gerekir']",222,Madde 220, örgütün varlığı üye sayısının kişi gerekir
" (2)
 (2) Suç işlemek amacıyla kurulmuş olan örgüte üye olanlar, iki yıldan dört yıla kadar hapis cezası ile cezalandırılır",222,Madde 220, suç işlemek amacıyla kurulmuş örgüte üye olanlar yıldan yıla hapis cezası cezalandırılır
" (2)
 (3) Örgütün silahlı olması halinde, yukarıdaki fıkralara göre verilecek ceza dörtte birinden yarısına kadar artırılır",222,Madde 220, örgütün silahlı halinde yukarıdaki fıkralara verilecek ceza dörtte yarısına artırılır
"
 (4) Örgütün faaliyeti çerçevesinde suç işlenmesi halinde, ayrıca bu suçlardan dolayı da cezaya hükmolunur",222,Madde 220, örgütün faaliyeti çerçevesinde suç işlenmesi halinde suçlardan cezaya hükmolunur
"
 (5) Örgüt yöneticileri, örgütün faaliyeti çerçevesinde işlenen bütün suçlardan dolayı ayrıca fail olarak cezalandırılır",222,Madde 220, örgüt yöneticileri örgütün faaliyeti çerçevesinde işlenen suçlardan fail cezalandırılır
"
 (6) (Değişik: 2/7/2012 – 6352/85 md",222,Madde 220, değişik md
") Örgüte üye olmamakla birlikte örgüt adına suç işleyen kişi, ayrıca örgüte üye
 olmak suçundan da cezalandırılır",222,Madde 220, örgüte üye olmamakla örgüt adına suç işleyen kişi örgüte üye suçundan cezalandırılır
[' Örgüte üye olmak suçundan dolayı verilecek ceza yarısına kadar indirilebilir'],222,Madde 220, örgüte üye suçundan verilecek ceza yarısına indirilebilir
"(Ek cümle:
 11/4/2013-6459/11 md",222,Madde 220, ek cümle md
[') Bu fıkra hükmü sadece silahlı örgütler hakkında uygulanır'],222,Madde 220, fıkra hükmü silahlı örgütler hakkında uygulanır
"
 (7) (Değişik: 2/7/2012 – 6352/85 md",222,Madde 220, değişik md
") Örgüt içindeki hiyerarşik yapıya dahil olmamakla birlikte, örgüte bilerek ve
 isteyerek yardım eden kişi, örgüt üyesi olarak cezalandırılır",222,Madde 220, örgüt içindeki hiyerarşik yapıya olmamakla örgüte bilerek isteyerek yardım kişi örgüt üyesi cezalandırılır
" Örgüt üyeliğinden dolayı verilecek ceza, yapılan yardımın
 niteliğine göre üçte birine kadar indirilebilir",222,Madde 220, örgüt üyeliğinden verilecek ceza yardımın niteliğine üçte indirilebilir
"
 (8) Örgütün cebir, şiddet veya tehdit içeren yöntemlerini meşru gösterecek veya övecek ya da bu yöntemlere
 başvurmayı teşvik edecek şekilde propagandasını yapan kişi, bir yıldan üç yıla kadar hapis cezası ile cezalandırılır",222,Madde 220, örgütün cebir şiddet tehdit içeren yöntemlerini meşru gösterecek övecek yöntemlere başvurmayı teşvik şekilde propagandasını yapan kişi yıldan yıla hapis cezası cezalandırılır
" Bu suçun
 basın ve yayın yolu ile işlenmesi halinde, verilecek ceza yarı oranında artırılır",222,Madde 220, suçun basın yayın yolu işlenmesi halinde verilecek ceza yarı oranında artırılır
" (1)
 ––––––––––––
 (1) 11/4/2013 tarihli ve 6459 sayılı Kanunun 11 inci maddesiyle, bu fıkrada yer alan “veya amacının” ibaresi “cebir, şiddet veya tehdit
 içeren yöntemlerini meşru gösterecek veya övecek ya da bu yöntemlere başvurmayı teşvik edecek şekilde” şeklinde değiştirilmiştir",222,Madde 220, tarihli sayılı kanunun inci maddesiyle fıkrada yer alan amacının ibaresi cebir şiddet tehdit içeren yöntemlerini meşru gösterecek övecek yöntemlere başvurmayı teşvik şekilde şeklinde değiştirilmiştir
"
 (2) 14/4/2020 tarihli ve 7242 sayılı Kanunun 13 üncü maddesiyle, birinci fıkrada yer alan “iki yıldan altı yıla” ibaresi “dört yıldan sekiz
 yıla” ve ikinci fıkrada yer alan “bir yıldan üç yıla” ibaresi “iki yıldan dört yıla” şeklinde değiştirilmiştir",222,Madde 220, tarihli sayılı kanunun üncü maddesiyle birinci fıkrada yer alan yıldan altı yıla ibaresi yıldan yıla ikinci fıkrada yer alan yıldan yıla ibaresi yıldan yıla şeklinde değiştirilmiştir
"
 9018
 Etkin pişmanlık
  Madde 221- (1) Suç işlemek amacıyla örgüt kurma suçu nedeniyle soruşturmaya başlanmadan ve örgütün amacı
 doğrultusunda suç işlenmeden önce, örgütü dağıtan veya verdiği bilgilerle örgütün dağılmasını sağlayan kurucu veya
 yöneticiler hakkında cezaya hükmolunmaz",223,Madde 221, etkin pişmanlık madde suç işlemek amacıyla örgüt kurma suçu soruşturmaya başlanmadan örgütün amacı doğrultusunda suç işlenmeden örgütü dağıtan verdiği bilgilerle örgütün dağılmasını sağlayan kurucu yöneticiler hakkında cezaya hükmolunmaz
"
 (2) Örgüt üyesinin, örgütün faaliyeti çerçevesinde herhangi bir suçun işlenişine iştirak etmeksizin, gönüllü olarak
 örgütten ayrıldığını ilgili makamlara bildirmesi halinde, hakkında cezaya hükmolunmaz",223,Madde 221, örgüt üyesinin örgütün faaliyeti çerçevesinde suçun işlenişine iştirak etmeksizin gönüllü örgütten ayrıldığını makamlara bildirmesi halinde hakkında cezaya hükmolunmaz
"
 (3) Örgütün faaliyeti çerçevesinde herhangi bir suçun işlenişine iştirak etmeden yakalanan örgüt üyesinin, pişmanlık
 duyarak örgütün dağılmasını veya mensuplarının yakalanmasını sağlamaya elverişli bilgi vermesi halinde, hakkında cezaya
 hükmolunmaz",223,Madde 221, örgütün faaliyeti çerçevesinde suçun işlenişine iştirak etmeden yakalanan örgüt üyesinin pişmanlık duyarak örgütün dağılmasını mensuplarının yakalanmasını sağlamaya elverişli bilgi vermesi halinde hakkında cezaya hükmolunmaz
"
 (4) Suç işlemek amacıyla örgüt kuran, yöneten veya örgüte üye olan ya da üye olmamakla birlikte örgüt adına suç
 işleyen veya örgüte bilerek ve isteyerek yardım eden kişinin, gönüllü olarak teslim olup, örgütün yapısı ve faaliyeti
 çerçevesinde işlenen suçlarla ilgili bilgi vermesi halinde, hakkında örgüt kurmak, yönetmek veya örgüte üye olmak suçundan
 dolayı cezaya hükmolunmaz",223,Madde 221, suç işlemek amacıyla örgüt kuran yöneten örgüte üye üye olmamakla örgüt adına suç işleyen örgüte bilerek isteyerek yardım kişinin gönüllü teslim örgütün yapısı faaliyeti çerçevesinde işlenen suçlarla bilgi vermesi halinde hakkında örgüt kurmak yönetmek örgüte üye suçundan cezaya hükmolunmaz
